Word,Root,Gloss,Morphemes,Line Numbers
хаарыгын,хаар,shut,['гын (adjectival)'],2238A
доӊганы,,,"['га (dative)', 'ны (accusative)']",2240A
часпас,час,spring,['па (negative)'],2240A
мөгезинге,мөге,wrestler,"['зин (volitive 3rd singular)', 'ге (dative)']",2244A
мундуруп,,,"['ун (reflexive)', 'дур (copulative)', 'уп (circumstantial)']",2244A
чарыштырарынга,чарыш,horse race,"['тыр (causative)', 'ар (verbal noun)', 'ын (reflexive)', 'га (dative)']",2245A
белеткээн,бел,salmon-trout,['эн (participle)'],"2245A, 609B"
саазындан,саазын,paper,['дан (ablative)'],"2248A, 2734A"
мунугжузун,,,"['ун (reflexive)', 'уг (adjectival)', 'жу (verbalizer)', 'зун (verbalizer)']",2249A
сестивишкин,сес,eight,"['ти (past tense)', 'иш (reciprocal)', 'ин (reflexive)']",2250A
мазӊнавас,,,"['на (verbalizer)', 'ва (negative)']",2251A
бажынче,бажы,"source, beginning, origin",['че (allative)'],2252A
какпас,,,"['ак (nominalizer)', 'па (negative)']",2252A
чорбас,,,"['ор (aorist)', 'ба (negative)']","2253A, 487C"
чүвел,чүве,stuff,[],"2253A, 3468A, 25B, 27B, 82B, 97B, 117B, 1313B, 1580B, 118C, 152C, 157C, 426C, 1364C, 1757C, 1760C"
чырыын,чыр,gather,['ын (reflexive)'],2254A
сокпас,сок,fruit juice,['па (negative)'],"2255A, 1457B"
шивишкин,шивишки,rash,[],"2256A, 2302A, 5B, 8B, 661B, 1184B, 1185B, 1220B, 1222B, 1257B, 1259B, 1408B"
саазын,саазын,paper,[],"2257A, 2302A, 1406B"
кадайлары,кадай,wife,['лар (plural)'],2261A
доктаап,,,['та (verbalizer)'],2262A
доӊтада,,,"['та (verbalizer)', 'да (verbalizer)']","2263A, 2268A"
пактаан,,,"['ак (nominalizer)', 'та (verbalizer)', 'ан (participle)']",2263A
суксаан,,,"['ук (verbalizer)', 'са (verbalizer)', 'ан (participle)']","2265A, 1202C"
аастыт,аас,mouth,['ыт (actionality imperative)'],2266A
суксун,суксун,"drink, beverage",[],2267A
пактааш,,,"['ак (nominalizer)', 'та (verbalizer)', 'аш (circumstantial)']",2268A
дүжерге,дүжер,get down from,['ге (dative)'],"2269A, 2739A, 1737C"
мөегениу,,,"['ге (dative)', 'ни (accusative)']",2270A
кулааныӊ,,,"['кула (iterative aspect)', 'ны (accusative)']",2270A
халыптай,халып,lid,['та (verbalizer)'],2271A
мөеге,,,['ге (dative)'],"2273A, 2275A, 2315A, 2385A, 2388A, 2521A"
дуӊмавыс,,,"['ду (past tense)', 'выс (posessive 1st plural)']",2273A
кхүлер,,,['лер (plural)'],"2274A, 3371A"
мөгеден,мөге,wrestler,['ден (ablative)'],"2274A, 104B"
дуумазы,,,"['ду (past tense)', 'ум (posessive 1st singular)', 'зы (verbalizer)']",2275A
сидии,,,"['си (verbalizer)', 'ди (past tense)']","2276A, 3461A"
коржа,,,['ор (aorist)'],2277A
арага,арага,"alcohol(ic) drink, fermented milk alcohol",[],"2278A, 341C, 343C, 346C, 358C, 373C"
ишкеш,,,"['иш (reciprocal)', 'кеш (circumstantial)']","2278A, 5C"
доӊгазын,,,"['га (dative)', 'зын (verbalizer)']",2280A
кулаанда,,,"['кула (iterative aspect)', 'ан (participle)', 'да (verbalizer)']",2281A
хавыктадып,хавык,"hull, skin, shell","['та (verbalizer)', 'ып (circumstantial)']",2281A
шыгаап,,,"['шы (verbalizer)', 'га (dative)']","2282A, 2282A"
доӊтаны,,,"['та (verbalizer)', 'ны (accusative)']",2284A
адыптарга,а,but,"['ып (circumstantial)', 'ар (verbal noun)', 'га (dative)']","2284A, 3379A, 3415A, 339B"
ооў,оо,"Discourse marker, adds emphasis to preceding sentence/phrase",[],2285A
даажындан,,,"['даа (emphatic)', 'ындан (possessive 3rd ablative)']","2285A, 2791A"
мәөге,,,['ге (dative)'],2285A
артында,артында,behind,[],"2285A, 311B, 687B, 692B, 1324B, 1331B, 1338B, 1345B, 1352B, 1716C"
огун,,,['ун (reflexive)'],"2286A, 747B, 761B, 774B, 1716C"
мүнүп,мүн,"soup, bullion",['үп (circumstantial)'],2287A
кагарга,кагар,bang,['га (dative)'],"2289A, 1027B, 1044B, 1125B, 1129B"
согарга,согар,knock about,['га (dative)'],2289A
муӊтулчуӊайнып,,,"['ул (particle)', 'чу (verbalizer)', 'ып (circumstantial)']",2290A
дөӊгтүлчүӊейнип,,,"['тү (past tense 3rd)', 'чү (verbalizer)', 'ип (circumstantial)']",2292A
аүгүнүӊ,а,but,"['үг (adjectival)', 'нү (accusative)']",2293A
балдырыны,балдыр,calf,['ны (accusative)'],2294A
сырыладыр,,,"['ыр (verbal noun)', 'ла (verbalizer)', 'дыр (causative or evidential)']",2294A
өөскүп,,,['үп (circumstantial)'],2300A
шуурганны,шуурган,gale,['ны (accusative)'],2301A
кадайларны,кадай,wife,"['лар (plural)', 'ны (accusative)']",2302A
хараган,хараган,tumbleweed,[],"2303A, 2305A, 907C, 911C, 928C, 1631C"
калбаӊнады,,,"['ал (ability)', 'ба (negative)', 'на (verbalizer)', 'ды (past tense)']",2303A
хадаан,,,"['да (verbalizer)', 'ан (participle)']","2303A, 2733A, 2734A"
кадайлар,кадай,wife,['лар (plural)'],"2304A, 2621A, 1623C, 1636C"
дөзүнде,,,"['зүн (verbalizer)', 'де (verbalizer)']","2305A, 1054B, 1092B, 1097B"
тырылган,,,"['тыр (causative)', 'ыл (passive)', 'ган (participle)']",2305A
ушкар,,,"['уш (reciprocal)', 'кар (verbalizer)']","2306A, 2307A"
ижиртип,,,"['ир (participle)', 'ип (circumstantial)']",2308A
осамбуула,,,"['са (verbalizer)', 'ла (verbalizer)']","2310A, 2445A"
изип,,,['ип (circumstantial)'],"2311A, 2502A"
амылыг,амылыг,animate,[],"2312A, 166C"
ызырныр,,,"['ыр (verbal noun)', 'ыр (verbal noun)']",2313A
баш,баш,"1. head, 2. beginning, origin, source, 3. top, tip, end, 4. head (of livestock)",[],"2316A, 3230A, 298B, 302B, 305B, 294C, 309C, 1547C"
дүжер,дүжер,get down from,[],"2316A, 3352A, 3354A, 3395A, 3397A, 1401C, 1529C"
челелеп,чел,mane,['ле (verbalizer)'],2317A
челелээр,чел,mane,[],2319A
чайлы,чай,"1. summer, 2. free time",[],2320A
дөмеп,,,[],2321A
тынган,тын,life,['ган (participle)'],2323A
былгырган,,,"['ыл (passive)', 'гыр (adjectival)', 'ган (participle)']",2324A
былгызы,,,"['ыл (passive)', 'гы (adjectival)', 'зы (verbalizer)']",2324A
чаъс,чаъс,rain,[],"2325A, 2520A, 699C"
туман,туман,fog,[],2325A
даваныныӊ,даван,"paw, foot",['ны (accusative)'],2326A
даажы,,,"['даа (emphatic)', 'жы (verbalizer)']",2326A
кудай,куда,wedding,[],"2327A, 707C, 711C"
диӊмирээн,,,"['ди (past tense)', 'ир (participle)', 'эн (participle)']",2327A
мурнун,мурнун,before,[],"2330A, 608C"
шилгининӊ,шил,"jar, glass, bottle","['ин (reflexive)', 'ин (reflexive)']",2332A
шимээни,,,"['им (posessive 1st singular)', 'ни (accusative)']",2333A
кандаай,кандаай,what kind of,[],"2333A, 1122C, 1123C"
чоор,чоор,what,[],"2333A, 2504A, 3014A, 200B, 385B, 1080B, 1215B, 1252B, 1326B, 1333B, 1340B, 1347B, 1355B, 1541B, 1592B, 412C, 415C, 464C, 465C, 489C, 504C, 730C, 1070C, 1090C, 1122C, 1123C"
ү,,,[],2334A
дегээӊ,,,['де (verbalizer)'],2335A
тут,,,['ту (past tense)'],"2335A, 1308B"
ынчап,,,['ын (reflexive)'],"2337A, 3029A, 631B, 896B, 1049B, 1544B, 108C, 233C, 245C, 270C, 373C, 779C, 865C, 962C, 971C, 977C, 980C, 989C, 994C, 1258C, 1294C, 1313C, 1320C, 1472C, 1525C"
чүген,чүген,bridle,[],"2338A, 3193A, 671C, 690C, 704C"
суглуундан,суг,water,"['ун (reflexive)', 'дан (ablative)']",2338A
дөеске,,,['ке (dative)'],"2339A, 2717A"
олуруптарга,олур,sit,"['уп (circumstantial)', 'ар (verbal noun)', 'га (dative)']",2340A
чаваа,ча,bow,['ва (negative)'],"2341A, 479B, 485B, 451C, 906C"
чаржып,ча,bow,['ып (circumstantial)'],2342A
сөөртү,сө,strongly,['тү (past tense 3rd)'],2344A
хүреш,хүреш,wrestling,[],"2348A, 2392A"
дел,,,['де (verbalizer)'],2348A
меөге,,,['ге (dative)'],2350A
оранывысче,оран,"country, land, world, universe","['ывыс (posessive 1st plural)', 'че (allative)']",2353A
бисдээш,бис,we,[],"2353A, 3124A"
хүрежир,хүрежир,wrestle,[],"2358A, 3097A, 3099A"
хүрежийн,,,"['үр (causative)', 'жи (verbalizer)']",2360A
артканнары,арт,mountain pass,"['кан (participle)', 'нар (plural)']",2361A
хүрежиӊер,,,"['үр (causative)', 'жи (verbalizer)', 'ер (verbal noun)']",2361A
экериниӊ,,,"['кер (verbalizer)', 'ни (accusative)']",2365A
шилиндек,шилиндек,choice,[],2365A
мөгелери,мөге,wrestler,['лер (plural)'],"2365A, 2382A"
тутчуп,,,"['ту (past tense)', 'уп (circumstantial)']","2366A, 3106A, 168B"
хамыктыӊ,хамык,all,['ты (past tense)'],2367A
черзи,чер,place,['зи (verbalizer)'],2369A
девип,,,"['де (verbalizer)', 'ип (circumstantial)']","2370A, 2447A"
илиндирер,,,"['ил (passive)', 'ин (reflexive)', 'дир (particle)', 'ер (verbal noun)']",2371A
ызырындырар,,,"['ыр (verbal noun)', 'ын (reflexive)', 'дыр (causative or evidential)', 'ар (verbal noun)']",2371A
черинче,чер,place,"['ин (reflexive)', 'че (allative)']","2372A, 2495A, 2556A, 2558A, 2947A, 1625C"
аараазында,аар,heavy,['зында (possessive 3rd locative)'],2373A
ээзи,ээзи,spirit-the master of smth,[],"2374A, 2706A, 2838A, 2892A, 2915A, 2978A, 922B, 925B, 931B"
хозургай,,,"['ур (aorist)', 'гай (optative)']","2375A, 2378A"
үрениӊ,,,"['үр (causative)', 'ни (accusative)']",2377A
күжүгенниӊ,,,"['жү (verbalizer)', 'ген (postlocative)', 'ни (accusative)']",2377A
тырып,,,"['тыр (causative)', 'ып (circumstantial)']","2377A, 577B, 1165B"
хоруму,хорум,prayer service on recovery of a sick person,[],2378A
бол,бо,"this, that, those",[],"2378A, 1291B, 1610B, 1125C"
чажыпкан,ча,bow,"['ып (circumstantial)', 'кан (participle)']","2380A, 453C, 1380C"
аап,аа,"ritual discourse marker found in tales, adds emphasis to preceding sentence/phrase",[],"2382A, 2788A"
саап,,,['са (verbalizer)'],"2382A, 2998A"
шывадап,,,"['шы (verbalizer)', 'ва (negative)', 'да (verbalizer)']",2384A
содаа,,,['даа (emphatic)'],2392A
кылбаалы,,,"['ыл (passive)', 'ба (negative)', 'ал (ability)']",2392A
ээн,ээн,"dead, empty",[],"2393A, 2396A, 143B, 1213C"
делегейге,делегей,international,['ге (dative)'],"2393A, 2396A, 3066A"
көржүүлддээш,көр,please,['жү (verbalizer)'],2394A
будунуу,,,"['ду (past tense)', 'ну (accusative)']","2402A, 3209A, 1445C"
шураан,,,"['ур (aorist)', 'ан (participle)']",2404A
аптара,аптара,"chest, box",[],"2405A, 656B, 665B, 849B, 853B, 1359B"
будунуӊ,,,"['ду (past tense)', 'ну (accusative)']","2406A, 3436A, 210B, 1479C"
таваӊтайынга,та,discourse particle indicating uncertainty (in response to a question),"['ва (negative)', 'та (verbalizer)', 'ын (reflexive)', 'га (dative)']",2407A
менден,мен,"I, me",['ден (ablative)'],"2408A, 1395C"
уткуй,,,[],"2409A, 68B, 1479B, 937C, 1571C"
сенден,сен,"you (singular, familiar)",['ден (ablative)'],"2409A, 2967A, 629B, 1393C"
кыйгы,,,"['кы (nominalizer)', 'гы (adjectival)']","2410A, 1513C"
сагыжы,,,"['са (verbalizer)', 'гы (adjectival)', 'жы (verbalizer)']","2411A, 1607C"
мурнап,,,"['ур (aorist)', 'на (verbalizer)']","2411A, 1255C"
аөгертинип,а,but,"['гер (verbalizer)', 'ин (reflexive)', 'ип (circumstantial)']",2415A
херэзнге,,,"['ер (verbal noun)', 'ге (dative)']",2422A
чаӊучарап,ча,bow,['ар (verbal noun)'],2423A
чаштай,чаш,"little, young, new",['та (verbalizer)'],2423A
ириктиг,,,"['ир (participle)', 'ик (verbalizer)', 'ти (past tense)']",2424A
өртеӊниг,,,"['те (verbalizer)', 'ниг (adjectival)']",2425A
чээргениу,,,"['ге (dative)', 'ни (accusative)']",2425A
дыынмас,дыынмас,blunt,[],"2426A, 2437A"
арнынче,а,but,['ынче (possessive 3rd allative)'],2427A
хөме,хөм,leather,[],2427A
чажып,ча,bow,['ып (circumstantial)'],2427A
чүзү,,,"['чү (verbalizer)', 'зү (verbalizer)']","2429A, 573C, 627C, 696C, 1102C, 1111C, 1136C, 1427C, 1769C"
кезенип,,,"['ке (dative)', 'ен (reflexive)', 'ип (circumstantial)']",2430A
шулбузуну,,,"['ул (particle)', 'зу (verbalizer)', 'ну (accusative)']",2432A
кызаӊайнып,,,"['кы (nominalizer)', 'за (verbalizer)', 'ып (circumstantial)']",2432A
оду,,,['ду (past tense)'],"2434A, 3110A, 3113A, 3117A, 3122A"
чалбырааштанып,чалбырааш,flame,"['тан (ablative)', 'ып (circumstantial)']",2434A
мөгени,мөген,hump (camel-hump),[],"2436A, 2534A, 2560A, 450B"
хөрээндиве,,,"['эн (participle)', 'диве (allative)']",2436A
илиг,,,['лиг (adjectival)'],2436A
огуӊ,,,[],2437A
октап,,,['тап (plural)'],"2438A, 2481A, 2487A, 2656A, 2657A, 1056B, 1209B, 1210B, 1246B, 1247B, 1282B, 1285B"
шудаан,,,"['шу (verbalizer)', 'да (verbalizer)', 'ан (participle)']",2440A
ытый,,,['ты (past tense)'],2440A
дөӊмээниў,,,['ни (accusative)'],2441A
сыӊмас,,,['сы (verbalizer)'],"2441A, 2443A, 1569C, 1740C, 1744C"
саваажы,сава,container,['жы (verbalizer)'],"2442A, 2444A"
савап,сава,container,[],"2442A, 2444A"
өштүнүӊ,,,"['тү (past tense 3rd)', 'нү (accusative)']","2443A, 2479A"
өл,өл,wet,[],"2444A, 3483A, 19C, 34C, 38C, 90C, 97C, 515C, 746C, 761C, 1435C"
турганнар,,,"['тур (evidential)', 'ган (participle)', 'нар (plural)']","2447A, 3293A, 398B, 767B, 812B, 1470B, 695C, 779C, 1108C, 1315C"
тевектеп,теве,camel,['те (verbalizer)'],"2451A, 2454A"
хайыӊдырынумай,хай,misfortune,"['дыр (causative or evidential)', 'ын (reflexive)', 'ум (posessive 1st singular)']",2452A
болчаттылыг,бо,"this, that, those","['ты (past tense)', 'лыг (adjectival)']",2453A
тейин,тей,"1. hill, 2. top of head",['ин (reflexive)'],2453A
дәӊмээниу,,,['ни (accusative)'],2458A
мөкүлчек,,,['чек (adjectival)'],2459A
каӊдан,,,"['ка (dative)', 'дан (ablative)']",2460A
таварышпаска,та,discourse particle indicating uncertainty (in response to a question),"['ар (verbal noun)', 'ыш (reciprocal)', 'па (negative)', 'ка (dative)']",2462A
таварышкан,та,discourse particle indicating uncertainty (in response to a question),"['ар (verbal noun)', 'ыш (reciprocal)', 'кан (participle)']",2462A
аүвээшпеске,а,but,"['пе (negative)', 'ке (dative)']",2463A
дүүшкен,,,"['дү (past tense)', 'үш (reciprocal)', 'кен (participle)']",2463A
сай,,,['са (verbalizer)'],"2465A, 2499A"
сөөгүм,сө,strongly,['үм (posessive 1st singular)'],"2465A, 1011B"
маӊаа,,,[],"2465A, 2466A, 230B, 1232B, 1270B, 1434C"
кургаары,кургаар,dry,[],2465A
назыным,назын,age,['ым (posessive 1st singular)'],"2466A, 1554B"
үстүрү,үс,butter,['үр (causative)'],2466A
ишкирнип,,,"['иш (reciprocal)', 'ир (participle)', 'ип (circumstantial)']",2467A
ыглап,,,"['ыг (nominalizer)', 'ла (verbalizer)']","2467A, 3180A, 343B, 345B, 348B, 367B, 576B, 960B, 1317B, 1398B, 1568B, 579C, 580C, 821C, 825C, 841C"
аээлдиген,а,but,"['ди (past tense)', 'ген (postlocative)']",2471A
кылыйтып,,,"['ылы (imperative 1st dual)', 'ып (circumstantial)']",2475A
ачыр,ачы,favor,[],2477A
дачыр,,,"['да (verbalizer)', 'ыр (verbal noun)']",2477A
сегиржип,,,"['се (verbalizer)', 'ир (participle)', 'ип (circumstantial)']",2477A
хайындырыумайныӊ,хай,misfortune,"['ын (reflexive)', 'дыр (causative or evidential)', 'ум (posessive 1st singular)', 'ны (accusative)']",2479A
эъдинден,,,"['ин (reflexive)', 'ден (ablative)']","2479A, 1433C"
чары,ча,bow,[],"2480A, 2520A"
кхайындырыӊмай,,,"['ын (reflexive)', 'дыр (causative or evidential)']","2482A, 2509A"
мәгениӊ,,,"['ге (dative)', 'ни (accusative)']",2484A
чарын,чарын,"shoulder blade (esp. scapulae of a sheep used for divination), scapula (bone)",[],"2484A, 1786C, 1791C"
аразындан,аразында,between,[],"2484A, 2510A, 2607A, 457B, 1549B, 64C, 1204C"
кызып,,,"['кы (nominalizer)', 'ып (circumstantial)']","2491A, 165B, 188B, 209B"
дээринче,дээр,concern,"['ин (reflexive)', 'че (allative)']",2493A
тевектээйн,теве,camel,[],2493A
дээлдигенни,дээлдиген,black kite,['ни (accusative)'],2494A
дезии,,,"['де (verbalizer)', 'зи (verbalizer)']","2494A, 2946A"
кажыктаптайн,,,"['ка (dative)', 'жык (resultative)', 'тап (plural)', 'та (verbalizer)']",2495A
хартыганыўу,хартыга,"falcon, hawk",['ны (accusative)'],2496A
кашпагайы,кашпагай,agility,[],"2496A, 2948A"
сиири,сиир,sinew,[],2498A
савалып,сава,container,['ып (circumstantial)'],"2499A, 2525A"
тургапг,,,"['тур (evidential)', 'га (dative)']",2500A
байгы,бай,wealth,['гы (adjectival)'],2504A
киженин,,,"['ки (nominalizer)', 'ен (reflexive)', 'ин (reflexive)']",2506A
тевене,тевене,needle,[],"2507A, 3268A, 3279A, 3283A"
шөе,,,[],2507A
чарныныў,ча,bow,"['ны (accusative)', 'ны (accusative)']","2510A, 1773C"
чарынэъди,чарын,"shoulder blade (esp. scapulae of a sheep used for divination), scapula (bone)",['ди (past tense)'],2511A
октаптып,,,"['тап (plural)', 'ып (circumstantial)']","2512A, 1432B, 969C"
ажыыр,ажыыр,spoil,[],2513A
аарыырынга,аары,burden,"['ыр (verbal noun)', 'ын (reflexive)', 'га (dative)']","2513A, 2753A"
четчип,че,okay,['ип (circumstantial)'],2515A
сидиктептерге,,,"['си (verbalizer)', 'ик (verbalizer)', 'те (verbalizer)', 'тер (plural)', 'ге (dative)']",2518A
кзэп,,,[],2520A
шоогайнып,,,"['гай (optative)', 'ып (circumstantial)']",2522A
шыйыгайнып,шыйыг,line,['ып (circumstantial)'],2522A
буступ,бус,frost,['уп (circumstantial)'],2522A
чарт,ча,bow,[],"2525A, 1022C, 1024C, 1044C"
сиириӊ,сиир,sinew,[],2526A
дырыжып,,,"['дыр (causative or evidential)', 'ып (circumstantial)']",2526A
турбады,,,"['тур (evidential)', 'ба (negative)', 'ды (past tense)']",2526A
эжим,,,['им (posessive 1st singular)'],"2526A, 2530A, 95B, 101B, 1519B, 1576B, 1587B, 1592B, 680C, 926C"
баардын,баар,drive,['ын (reflexive)'],2527A
изээнде,изээн,brand,['де (verbalizer)'],2529A
будуктуг,будук,"branch, twig",['уг (adjectival)'],2535A
ыяштыӊ,,,['ты (past tense)'],2535A
будан,,,['дан (ablative)'],2536A
талдыӊ,тал,willow,['ды (past tense)'],2536A
үстү,үс,butter,['тү (past tense 3rd)'],"2536A, 1084C"
азар,азар,hang up,[],2537A
бөөлдеп,бөө,shaman (used by Mongol Tuvans),['де (verbalizer)'],"2538A, 69B, 69B, 211B, 211B"
үндүргеш,үн,voice,"['дүр (copulative)', 'геш (circumstantial)']","2538A, 299B, 302B, 305B, 305B"
даштыг,даштыг,rocky,[],"2539A, 587B, 595B"
салырыныў,салыр,establish,['ны (accusative)'],2540A
канчалдыӊар,,,"['кан (participle)', 'ал (ability)', 'ды (past tense)', 'ар (verbal noun)']",2543A
чоондуӊар,чоон,thick,"['ду (past tense)', 'ар (verbal noun)']",2543A
ораннынӊ,оран,"country, land, world, universe",['ын (reflexive)'],2544A
коӊгумайынга,,,"['ум (posessive 1st singular)', 'ын (reflexive)', 'га (dative)']",2546A
тыным,тын,life,['ым (posessive 1st singular)'],"2547A, 2952A, 1554B"
апаардымдеп,а,but,"['па (negative)', 'ар (verbal noun)', 'ым (posessive 1st singular)', 'де (verbalizer)']",2548A
кышкырып,кышкы,winter,['ып (circumstantial)'],"2549A, 791C, 796C, 888C"
чаӊныын,ча,bow,"['ны (accusative)', 'ын (reflexive)']",2553A
хоя,,,[],2557A
душтүктүг,душ,"coincidence, incident","['түк (nominalizer)', 'түг (adjectival)']",2558A
былдай,,,['лда (nominalizer)'],2558A
аүжерге,а,but,"['ер (verbal noun)', 'ге (dative)']",2558A
чоруткаш,,,"['ор (aorist)', 'каш (gerund prior action (after since having done) or circumstantial)']","2562A, 2769A, 2899A, 3186A, 11B, 12B, 72B, 86B, 91B, 268B, 335B, 416B, 453B, 587B, 953B, 965B, 1070B, 1144B, 1198B, 1239B, 1276B, 1406B, 1513B, 1547B, 442C, 495C, 951C, 1157C, 1518C"
өлүрер,өлүрер,murder,[],"2563A, 2624A, 2803A, 2830A, 2831A, 2954A, 3085A, 3145A, 3281A, 3323A, 3372A, 488B, 489B, 489C, 620C, 622C, 623C, 876C, 886C, 1427C"
өлүрбе,өлүр,die,['бе (negative)'],2565A
үреве,,,['үр (causative)'],2566A
кастаан,кас,gander,"['та (verbalizer)', 'ан (participle)']",2567A
адыргаш,адыр,"wait!, okay",['гаш (circumstantial)'],"2567A, 416C, 417C"
тайгаже,тайга,taiga,['же (allative)'],"2568A, 3165A, 1384C"
ойладып,ой,meadow,"['ла (verbalizer)', 'ып (circumstantial)']","2568A, 459C"
чорудувут,,,"['ор (aorist)', 'ду (past tense)']",2568A
мөөрейиӊ,,,[],2572A
барыл,бары,existence,[],"2572A, 308B"
ытлап,,,"['ыт (actionality imperative)', 'ла (verbalizer)']",2573A
каттырып,кат,berry,"['тыр (causative)', 'ып (circumstantial)']","2574A, 344B, 345B, 678B, 705B, 738B, 1304B, 1309B, 1312B, 654C, 855C, 857C"
дөгерезин,дөгере,"everything, all",['зин (volitive 3rd singular)'],"2575A, 530B, 984B, 1311B"
алдыӊ,алды,lynx,[],"2576A, 669B, 602C, 926C, 1292C"
даӊгынам,,,"['да (verbalizer)', 'гы (adjectival)', 'на (verbalizer)']",2579A
күдээм,күдээ,husband of younger sister or daughter,[],"2580A, 3002A, 3307A"
өглеп,өг,yurt,['ле (verbalizer)'],"2580A, 3425A, 291B, 187C"
дойлаар,дой,clay,"['ла (verbalizer)', 'ар (verbal noun)']",2580A
дарган,дарган,"blacksmith, smith",[],"2582A, 1456B, 1456B, 1456B, 1457B"
шеверлерин,шевер,"skilled, dexterious, masterful","['лер (plural)', 'ин (reflexive)']",2582A
даӊгыназынын,,,"['да (verbalizer)', 'гы (adjectival)', 'на (verbalizer)', 'зын (verbalizer)', 'ын (reflexive)']",2584A
ергээзиниў,,,"['ер (verbal noun)', 'зи (verbalizer)', 'ни (accusative)']",2585A
үвүзүн,,,['зүн (verbalizer)'],2585A
ханазын,хана,wall (of yurt),['зын (verbalizer)'],2586A
тоорга,,,"['ор (aorist)', 'га (dative)']",2587A
дээвиирин,дээвиир,lid,['ин (reflexive)'],"2587A, 1500B"
каарга,каар,leave,['га (dative)'],"2587A, 3000A, 3331A, 1010B, 456C, 1401C, 1771C"
челип,чел,mane,['ип (circumstantial)'],2591A
челбилиг,чел,mane,['лиг (adjectival)'],2592A
ергээ,,,['ер (verbal noun)'],2592A
арагазын,арага,"alcohol(ic) drink, fermented milk alcohol",['зын (verbalizer)'],2594A
кудуп,куду,down,[],"2594A, 610B, 895B, 358C"
аайы,аа,"ritual discourse marker found in tales, adds emphasis to preceding sentence/phrase",[],"2596A, 2598A"
үзүлбес,,,"['зү (verbalizer)', 'бе (negative)']",2599A
найырын,,,"['на (verbalizer)', 'ыр (verbal noun)', 'ын (reflexive)']",2600A
каты,каты,father-in-law (father of wife),[],"2601A, 2634A, 2661A, 3011A, 905B, 941B, 975B, 995B"
күдээзинге,күдээ,husband of younger sister or daughter,"['зин (volitive 3rd singular)', 'ге (dative)']",2602A
өнчү,,,['чү (verbalizer)'],2604A
кысты,кыс,virgin,['ты (past tense)'],2605A
паштанчы,паштанчы,cook,[],2606A
кыстыў,кыс,virgin,['ты (past tense)'],2607A
шилип,шил,"jar, glass, bottle",['ип (circumstantial)'],2607A
малыныӊ,мал,"cattle, livestock",['ны (accusative)'],"2608A, 1102B"
ортузундан,ортузу,center,['дан (ablative)'],"2608A, 2609A, 2736A, 2764A, 3295A, 3297A, 534B, 534B, 544B, 544B, 559B, 561B, 249C"
эдиниӊ,,,"['ди (past tense)', 'ни (accusative)']","2609A, 559B"
чыргап,чыр,gather,['га (dative)'],"2612A, 1360B"
даӊгыназыны,,,"['да (verbalizer)', 'гы (adjectival)', 'на (verbalizer)', 'зы (verbalizer)', 'ны (accusative)']",2613A
чанындан,чанында,nearby,[],"2613A, 804C"
ыравас,ыр,song,['ва (negative)'],2613A
өргээзинден,,,"['зин (volitive 3rd singular)', 'ден (ablative)']",2614A
ужулбас,,,"['ул (particle)', 'ба (negative)']",2614A
өскүс,,,[],"2615A, 3423A, 460B, 462B, 463B, 470B, 474B, 477B, 483B, 488B, 491B, 492B, 497B, 502B, 546B, 555B, 566B, 576B, 580B, 593B, 627B, 632B, 634B, 636B, 638B, 643B, 644B, 646B, 650B, 653B, 659B, 670B, 672B, 674B, 676B, 677B, 678B, 680B, 682B, 692B, 695B, 697B, 699B, 701B, 703B, 704B, 705B, 707B, 709B, 714B, 719B, 722B, 724B, 724B, 726B, 731B, 733B, 734B, 734B, 737B, 737B, 738B, 740B, 743B, 744B, 746B, 749B, 752B, 755B, 766B, 774B, 782B, 783B, 783B, 789B, 792B, 796B, 800B, 811B, 820B, 829B, 829B, 830B, 833B, 835B, 838B, 840B, 842B, 843B, 852B, 858B, 859B, 860B, 860B, 862B, 863B, 865B, 865B, 867B, 868B, 870B, 874B, 882B"
уттупкан,,,"['уп (circumstantial)', 'кан (participle)']","2616A, 1088B"
эзериниӊ,эзер,saddle,['ни (accusative)'],2617A
коӊгазынга,,,"['га (dative)', 'зын (verbalizer)', 'га (dative)']",2617A
сааскан,сааскан,eurasian magpie,[],"2618A, 1260C, 1262C, 1280C, 1306C"
төрүп,,,['үп (circumstantial)'],"2618A, 18B, 155C, 929C"
бажынга,бажы,"source, beginning, origin",['га (dative)'],"2619A, 3068A, 1363B, 58C, 703C, 1538C, 1539C, 1631C, 1632C"
сагган,,,"['са (verbalizer)', 'ган (participle)']","2620A, 2621A"
хууӊун,хуу,personal,['ун (reflexive)'],2620A
уруун,,,"['ур (aorist)', 'ун (reflexive)']","2623A, 3265A, 3293A, 3327A, 290B, 909B, 983B, 985B, 997B, 1102B, 732C, 760C"
бадырар,,,"['ба (negative)', 'дыр (causative or evidential)', 'ар (verbal noun)']",2623A
аилеп,а,but,['ле (verbalizer)'],2625A
тыва,,,['тыва (allative)'],2625A
кадыны,кадын,queen,[],"2626A, 2804A, 3016A, 1545B, 1550B"
кажар,кажар,astute,[],"2627A, 1113C"
каржы,каржы,cruel,[],2627A
хураган,хураган,"lamb, goat kid",[],"2629A, 2637A, 2649A, 2653A, 2752A, 2761A, 1116B, 368C"
тептирип,те,Siberian ibex,"['ир (participle)', 'ип (circumstantial)']","2631A, 1450B"
